,head,tail,combined
1A1P4,CCCCOP1(=O)OCCO1,CCCCN,CCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P5,CCCCCOP1(=O)OCCO1,CCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P6,CCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P7,CCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
1A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)
2A1P4,CCCCOP1(=O)OCCO1,CCCCCCN,CCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P5,CCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
2A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)
3A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
3A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)
4A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
4A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)
5A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
5A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)
6A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
6A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCCC)
7A1P4,CCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P5,CCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P6,CCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P7,CCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
7A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCNCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)
8A1P4,CCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P5,CCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
8A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCNCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)
9A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
9A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCNCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)
10A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
10A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCNCCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)
11A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
11A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCNCCCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)(CCCCCCCCCCC)
12A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
12A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCNCCCCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)
13A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
